time,msg
2020-01-21 11:25:10, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:28:08, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:28:23, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:29:26, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:31:01, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:34:32, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:38:48, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:46:41, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:52:46, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:56:56, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:57:20, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 11:58:10, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:04:50, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:11:57, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:13:05, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:15:28, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:24:40, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:36:44, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:37:39, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:39:59, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:45:31, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:45:49, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 12:49:57, Drive Slot DISK12 | Drive Present | Asserted
2020-01-21 12:52:26, Memory DIMM041_Status | Presence Detected | Asserted
2020-01-21 12:55:32, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:02:19, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:10:51, Unknown Chassis_control |  | Asserted
2020-01-21 13:13:16, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:14:58, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:36:50, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:38:38, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:47:54, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:48:42, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:49:37, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:52:18, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:52:44, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:53:36, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:54:01, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:54:03, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 13:54:33, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 14:03:51, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 14:12:14, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 14:38:05, Memory CPU0A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 14:38:50, Memory CPU1C0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-21 15:31:04, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted
2020-01-21 15:41:09, Drive Slot HDD7 | Drive Present | Asserted
2020-01-21 15:42:26, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled
2020-01-21 15:42:43, Drive Slot HDD24 | Drive Present | Asserted
2020-01-21 15:42:44, Drive Slot / Bay HDD57 | Drive Present | Asserted
2020-01-21 15:42:44, Drive Slot HDD57 | Drive Present | Asserted
2020-01-21 16:50:13, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 16:50:19, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 16:50:24, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 16:50:40, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 16:52:07, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-21 17:02:32, Processor CPU_CATERR | State Asserted
2020-01-21 21:36:50, Memory #0xe2 | Correctable ECC | Asserted
2020-01-21 21:36:55, Memory #0xe2 | Correctable ECC | Asserted
2020-01-21 21:37:14, Memory #0xe2 | Correctable ECC | Asserted
2020-01-21 21:52:54, Memory #0xf9 | Correctable ECC | Asserted
2020-01-21 21:54:08, Memory #0xf9 | Correctable ECC | Asserted
2020-01-21 21:59:40, Memory #0xf9 | Correctable ECC | Asserted
2020-01-21 23:41:21, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-21 23:48:35, Watchdog 2 IPMI_Watchdog | Power cycle | Asserted
2020-01-22 00:42:06, Processor CPU1_Status | Presence detected | Asserted
2020-01-22 03:08:21, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-01-22 03:47:15, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-22 05:52:51, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-22 06:28:12, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-22 06:28:36, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-22 06:42:39, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-22 06:44:25, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 06:45:37, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 06:46:24, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 06:46:47, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 06:46:53, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 06:49:35, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 06:50:17, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 06:50:29, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 06:52:53, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-22 06:56:54, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:00:17, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:02:32, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:04:13, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:04:55, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:07:18, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:10:22, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:11:35, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:12:52, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:16:03, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:24:00, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:24:12, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:25:34, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:26:47, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-22 07:30:54, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 07:31:24, Processor CPU1_Status | Configuration Error | Asserted
2020-01-22 08:13:33, Temperature Temp_DIMM_DEF | Upper Critical going high | Asserted | Reading 118 &gt; Threshold 85 degrees C
2020-01-22 09:09:26, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-22 10:20:01, Watchdog2 IPMI_Watchdog | Power cycle | Asserted
2020-01-22 10:46:58, Processor CPU0_Status | Presence detected | Asserted
2020-01-22 11:06:52, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-22 11:32:50, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-22 11:38:22, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-01-22 11:41:07, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-22 12:03:39, Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted
2020-01-22 12:06:21, Watchdog2 IPMI_Watchdog | Power cycle | Asserted
2020-01-22 12:13:19, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-01-22 13:33:07, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-22 15:39:22, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-22 16:36:54, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-22 17:12:06, Watchdog 2 IPMI_Watchdog | Power cycle | Asserted
2020-01-22 17:25:43, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-22 17:27:51, Memory #0xe2 | Correctable ECC | Asserted
2020-01-22 17:32:48, Unknown Chassis_control |  | Asserted
2020-01-22 17:45:21, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-01-22 19:12:03, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-01-22 19:21:20, Memory #0xe2 | Correctable ECC | Asserted
2020-01-22 20:18:10, Watchdog2 IPMI_Watchdog | Power cycle | Asserted
2020-01-22 20:43:09, Memory #0xe2 | Correctable ECC | Asserted
2020-01-22 20:53:49, Memory CPU0_G0 | Correctable ECC | Asserted
2020-01-23 01:13:20, Memory #0x87 | Correctable ECC | Asserted
2020-01-23 02:39:17, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-01-23 03:46:07, Processor CPU1_Status | IERR | Asserted
2020-01-23 04:58:11, Processor CPU0_Status | Configuration Error | Deasserted
2020-01-23 05:19:10, Power Unit Pwr Unit Status | Power off/down | Asserted
2020-01-23 05:38:36, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 06:27:03, Memory #0xf9 | Correctable ECC | Asserted
2020-01-23 07:50:58, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 07:51:06, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 08:59:34, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 10:39:36, Unknown Chassis_control |  | Asserted
2020-01-23 11:12:22, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 11:36:40, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-01-23 13:25:18, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-23 13:27:27, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-23 13:27:58, Power Supply PS1_Status | Power Supply AC lost | Deasserted
2020-01-23 15:25:33, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 15:25:55, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 15:25:57, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 15:28:40, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-23 15:47:33, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 17:06:19, Drive Slot / Bay HDD68 | Drive Present | Asserted
2020-01-23 17:06:19, Drive Slot HDD61 | Drive Present | Asserted
2020-01-23 17:07:53, Drive Slot / Bay HDD49 | Drive Present | Asserted
2020-01-23 17:25:46, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 17:27:47, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 17:28:21, Memory #0xe2 | Correctable ECC | Asserted
2020-01-23 17:45:49, System Boot Initiated #0xb8 | Initiated by warm reset | Asserted
2020-01-24 00:09:51, System Boot Initiated | Initiated by power up | Asserted
2020-01-24 00:55:32, System Event #0xff | Timestamp Clock Sync | Asserted
2020-01-24 02:13:17, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-01-24 05:02:53, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-01-24 05:15:55, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-01-24 05:17:19, OEM CPU0 CATERR |
2020-01-24 05:23:47, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-01-24 05:28:01, Drive Slot / Bay HDD_R_18_Status | Drive Present | Asserted
2020-01-24 05:28:01, Drive Slot HDD_R_18_Status | Drive Present | Asserted
2020-01-24 05:28:03, Drive Slot HDD_R_26_Status | Drive Present | Asserted
2020-01-24 05:29:45, Drive Slot / Bay DISK2 | In Failed Array | Asserted,SM5
2020-01-24 05:30:22, OEM CPU0 CATERR |
2020-01-24 05:36:31, Processor CPU1_Status | Presence detected | Asserted
2020-01-24 05:41:23, Power Supply PS2_Status | Presence detected | Asserted
2020-01-24 06:35:57, Memory MEM_CHG0_Status | Correctable ECC | Asserted
2020-01-24 06:47:08, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-24 06:48:41, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-24 06:50:15, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-24 07:52:28, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-01-24 08:13:26, OEM CPU0 MCERR |
2020-01-24 08:54:34, Memory #0x87 | Correctable ECC | Asserted
2020-01-24 09:55:13, Microcontroller #0xff |  | Deasserted
2020-01-24 10:27:00, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-01-24 10:57:09, System Event #0xff | Timestamp Clock Sync | Asserted
2020-01-24 13:59:19, Memory #0xe2 | Correctable ECC (@DIMM@&#39;(CPU1)) | Asserted
2020-01-24 14:07:47, Button Button_Pressed | State Asserted | Asserted
2020-01-24 14:58:42, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted
2020-01-24 16:59:20, Drive Slot / Bay DISK9 | Drive Present | Asserted
2020-01-25 00:50:17, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 01:47:55, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 02:39:46, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 02:43:08, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 02:48:43, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 03:39:44, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 03:46:55, Processor CPU0_Status | Presence detected | Asserted
2020-01-25 03:55:57, Processor CPU1_Status | Presence detected | Asserted
2020-01-25 03:58:36, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 04:01:21, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 04:07:40, Management Subsystem Health Mngmnt Health | Sensor access degraded or unavailable | Asserted
2020-01-25 04:09:01, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 04:15:19, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 04:29:12, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 05:58:49, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 06:40:14, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 06:48:49, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 07:10:50, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 07:13:17, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 07:16:31, Power Supply PS1_Status | Presence detected | Asserted
2020-01-25 08:59:43, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 09:47:42, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 10:13:42, Power Supply PSU0_Status | Presence detected | Asserted
2020-01-25 10:28:05, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 10:33:04, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-25 10:57:08, Processor CPU0_Status | Presence detected | Asserted
2020-01-25 11:17:46, Memory CPU1B0_DIMM_Stat | Memory Device Disabled | Asserted
2020-01-25 11:46:12, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-01-25 12:04:16, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-01-25 13:05:23, Event Logging Disabled SEL_Status | Log almost full | Asserted
2020-01-25 14:26:40, Processor CPU0_Status | Presence detected | Asserted
2020-01-25 15:16:03, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-25 16:54:13, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-01-25 17:36:36, Power Supply PSU0_Status | Presence detected | Asserted
2020-01-25 22:34:03, Memory #0xe2 | Correctable ECC | Asserted
2020-01-25 22:34:43, Memory #0xe2 | Correctable ECC | Asserted
2020-01-25 23:42:50, Drive Slot / Bay HDD26 | Drive Present | Asserted
2020-01-25 23:44:30, Drive Slot / Bay HDD17 | Drive Present | Asserted
2020-01-25 23:44:30, Drive Slot / Bay HDD19 | Drive Present | Asserted
2020-01-26 01:02:26, Power Supply PS1_Status | Power Supply AC lost | Deasserted
2020-01-26 02:03:46, Memory #0xe2 | Uncorrectable ECC | Asserted
2020-01-26 02:06:49, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 02:51:36, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8
2020-01-26 07:12:52, Power Supply PSU0_Status | Presence detected | Asserted
2020-01-26 08:54:29, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-01-26 09:57:22, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-26 11:00:08, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-26 11:04:51, Memory #0xe2 | Correctable ECC | Asserted
2020-01-26 12:48:15, Processor CPU1 Status |  | Deasserted
2020-01-26 13:54:32, Slot/Connector Eth2 Link Down | Slot is Disabled | Asserted
2020-01-26 16:36:52, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 16:43:10, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 16:44:38, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 16:46:42, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 16:48:52, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 16:54:32, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 16:59:16, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:01:14, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:03:22, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:06:35, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:08:42, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:11:14, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:17:53, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:20:46, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:21:09, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:35:29, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:37:01, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:37:07, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:39:36, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 17:45:52, System ACPI Power State ACPI_Pwr_Status | S0/G0: working | Asserted
2020-01-26 17:51:25, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 18:06:28, Memory #0xf9 | Correctable ECC | Asserted
2020-01-26 18:14:11, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 18:14:21, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 18:17:57, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-26 18:19:00, Memory CPU0D1_DIMM_Stat | Correctable ECC | Asserted
2020-01-27 03:13:24, Memory #0xf9 | Correctable ECC | Asserted
2020-01-27 04:47:25, Processor CPU0_Status | Configuration Error | Asserted
2020-01-27 08:57:01, Processor #0xfa | Configuration Error | Asserted
2020-01-27 10:51:46, Memory #0xe2 | Correctable ECC | Asserted
2020-01-27 10:51:52, Memory #0xe2 | Correctable ECC | Asserted
2020-01-27 11:09:12, Memory #0xe2 | Correctable ECC | Asserted
2020-01-27 11:09:22, Memory #0xe2 | Correctable ECC | Asserted
2020-01-27 11:09:47, Memory #0xe2 | Correctable ECC | Asserted
2020-01-28 02:32:32, Processor CPU_CATERR |  | Asserted
2020-01-28 07:53:15, Memory MEM_CHC0_Status | Correctable ECC | Asserted
2020-01-28 10:00:00, Drive Slot DISK5 | Drive Present | Asserted
2020-01-28 10:13:11, Memory DIMM100 | Presence Detected | Asserted
2020-01-28 10:38:43, Memory DIMM001 | Uncorrectable ECC | Asserted
2020-01-28 10:38:51, System Event System Error | Undetermined system hardware failure | Deasserted
2020-01-28 12:38:48, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-01-28 14:17:01, Unknown Chassis_Control |  | Asserted
2020-01-28 14:52:04, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-01-28 14:55:43, Memory CPU1C0_DIMM_Stat | Correctable ECC | Deasserted
2020-01-28 14:58:33, Memory CPU1D0_DIMM_Stat | Uncorrectable ECC | Deasserted
2020-01-28 17:27:26, Memory DIMM000 | Uncorrectable ECC | Deasserted
2020-01-28 17:53:48, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-01-28 17:55:58, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-01-28 19:25:29, Memory Memory_Status | Correctable ECC | Asserted
2020-01-28 19:25:57, Memory Memory_Status | Correctable ECC | Asserted
2020-01-29 00:01:45, Memory DIMM100 | Presence Detected | Asserted
2020-01-29 05:40:58, Memory CPU0E0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-29 05:46:49, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-29 06:26:12, Processor PROC_Hot | State Deasserted | Asserted
2020-01-29 06:26:16, Processor PROC_Hot | State Asserted | Asserted
2020-01-29 06:31:55, Processor PROC_Hot | State Asserted | Asserted
2020-01-29 06:47:30, System ACPI Power State #0xc1 | S4/S5: soft-off | Asserted
2020-01-29 07:26:33, Watchdog2 IPMI_Watchdog | Power cycle | Asserted
2020-01-29 07:36:40, System ACPI Power State #0xc1 | S0/G0: working | Asserted
2020-01-29 08:20:51, Processor CPU0_Status | IERR | Asserted
2020-01-29 08:31:23, Processor CPU0_Status | IERR | Deasserted
2020-01-29 09:02:43, Power Unit Pwr Unit Status | Power off/down | Deasserted
2020-01-29 09:10:56, Memory CPU0E0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-29 09:30:33, System Boot Initiated #0xe0 | Initiated by warm reset | Asserted
2020-01-29 09:30:40, Processor CPU0_Status | Configuration Error | Deasserted
2020-01-29 10:13:54, Watchdog2 IPMI_Watchdog | Power cycle | Asserted
2020-01-29 10:32:15, Processor CPU0_Status | Configuration Error | Deasserted
2020-01-29 12:16:50, System Boot Initiated #0xe0 | Initiated by warm reset | Asserted
2020-01-29 13:03:46, Memory #0x88 | Configuration Error | Asserted
2020-01-29 13:27:05, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-29 13:30:56, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-29 13:58:41, System ACPI Power State #0xc1 | S4/S5: soft-off | Asserted
2020-01-29 14:18:12, Watchdog2 IPMI_Watchdog | Power cycle | Asserted
2020-01-29 14:37:34, Processor CPU1_Status | Configuration Error | Deasserted
2020-01-29 15:16:56, System ACPI Power State #0xc1 | S4/S5: soft-off | Asserted
2020-01-29 15:49:49, Memory #0x88 | Configuration Error | Asserted
2020-01-29 16:14:25, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-01-29 17:23:50, System ACPI Power State #0xc1 | S4/S5: soft-off | Asserted
2020-01-29 18:55:09, Processor CPU_CATERR | State Asserted | Asserted
2020-01-29 19:03:04, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:13:24, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:15:09, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:25:06, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:30:28, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:34:34, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:36:11, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:37:41, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:39:02, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-29 19:43:32, Processor #0xfa | Configuration Error | Asserted
2020-01-29 19:59:50, Processor #0xfa | Configuration Error | Asserted
2020-01-29 20:34:58, Memory Memory_Status | Correctable ECC | Asserted
2020-01-30 03:34:01, Memory CPU1A1_DIMM_Stat | Uncorrectable ECC | Deasserted
2020-01-30 04:06:31, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled
2020-01-30 06:11:38, Memory #0xf9 | Correctable ECC | Asserted
2020-01-30 06:12:15, Memory #0xf9 | Correctable ECC | Asserted
2020-01-30 06:14:27, Memory #0xf9 | Correctable ECC | Asserted
2020-01-30 06:17:07, Memory #0xf9 | Correctable ECC | Asserted
2020-01-30 09:05:12, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-01-30 09:05:40, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-01-30 09:06:06, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-01-30 09:07:44, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-01-30 09:08:44, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-01-30 10:10:30, Memory #0xe2 | Correctable ECC | Asserted
2020-01-30 12:11:35, Power Supply PS2_Status | Presence detected | Asserted
2020-01-30 13:26:48, Processor CPU0_Status | Presence detected | Asserted
2020-01-30 13:26:59, Power Supply PS2_Status | Presence detected | Asserted
2020-01-30 13:31:26, Processor CPU1_Status | Presence detected | Asserted
2020-01-30 13:44:36, Power Supply PS1_Status | Presence detected | Asserted
2020-01-30 16:23:21, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-01-31 00:23:39, Memory CPU0_F0 | Correctable ECC | Asserted
2020-01-31 04:39:26, Memory #0xe2 | Uncorrectable ECC | Asserted
2020-01-31 04:39:39, Temperature CPU0_Temp | Upper Critical going high | Asserted | Reading 237
2020-01-31 04:39:49, Memory #0xe2 | Correctable ECC | Asserted
2020-01-31 08:07:25, Memory #0x87 | Correctable ECC | Asserted
2020-01-31 09:35:56, Memory CPU1A0_DIMM_Stat | Memory Device Disabled | Deasserted
